Ward Code,Ward Name,LA Name,Region Name,QS303EW0002,QS303EW0001 (base),Ward Percentage
E05000097,Preston,Brent,London,1065,15474,6.8800,
E05000382,Abingdon,Kensington and Chelsea,London,457,10013,4.5600,
E05000146,Addiscombe,Croydon,London,1086,16883,6.4300,
E05000383,Brompton,Kensington and Chelsea,London,312,8839,3.5300,
E05002667,Gerrards Cross South,South Bucks,South East,120,3541,3.3900,
E05000384,Campden,Kensington and Chelsea,London,269,8178,3.2900,
E05000385,Colville,Kensington and Chelsea,London,627,8377,7.4800,
E05000386,Courtfield,Kensington and Chelsea,London,289,8933,3.2400,
E05000387,Cremorne,Kensington and Chelsea,London,743,7964,9.3300,
E05000389,Golborne,Kensington and Chelsea,London,927,8937,10.3700,
E05000390,Hans Town,Kensington and Chelsea,London,422,8792,4.8000,
E05000452,Sydenham,Lewisham,London,1263,15605,8.0900,
E05000453,Telegraph Hill,Lewisham,London,1011,16414,6.1600,
E05000454,Whitefoot,Lewisham,London,1210,14249,8.4900,
E05000455,Abbey,Merton,London,489,10323,4.7400,
E05000456,Cannon Hill,Merton,London,545,9249,5.8900,
E05000457,Colliers Wood,Merton,London,553,10712,5.1600,
E05000458,Cricket Green,Merton,London,893,11474,7.7800,
E05000459,Dundonald,Merton,London,311,9275,3.3500,
E05002348,Wexham Lea,Slough,South East,849,11017,7.7100,
E05000136,Haverstock,Camden,London,1136,12364,9.1900,
E05000495,Aldborough,Redbridge,London,1111,14544,7.6400,
E05000496,Barkingside,Redbridge,London,900,12609,7.1400,
E05000497,Bridge,Redbridge,London,806,11658,6.9100,
E05000041,Village,Barking and Dagenham,London,944,10787,8.7500,
E05000498,Chadwell,Redbridge,London,959,14257,6.7300,
E05004748,Borehamwood Brookmeadow,Hertsmere,East of England,550,7928,6.9400,
E05000499,Church End,Redbridge,London,619,11516,5.3800,
E05000500,Clayhall,Redbridge,London,904,13241,6.8300,
E05000501,Clementswood,Redbridge,London,922,14666,6.2900,
E05000492,Stratford and New Town,Newham,London,1025,17768,5.7700,
E05000493,Wall End,Newham,London,989,14846,6.6600,
E05000494,West Ham,Newham,London,1046,15551,6.7300,
E05000042,Whalebone,Barking and Dagenham,London,783,10575,7.4000,
E05000407,Coombe Vale,Kingston upon Thames,London,489,9750,5.0200,
E05000589,Whitechapel,Tower Hamlets,London,941,14862,6.3300,
E05000590,Cann Hall,Waltham Forest,London,875,13799,6.3400,
E05000591,Cathall,Waltham Forest,London,874,12700,6.8800,
E05000582,Mile End East,Tower Hamlets,London,962,13354,7.2000,
E05000583,Millwall,Tower Hamlets,London,865,23084,3.7500,
E05000584,St Dunstan's and Stepney Green,Tower Hamlets,London,1505,16238,9.2700,
E05000585,St Katharine's and Wapping,Tower Hamlets,London,629,12411,5.0700,
E05000586,Shadwell,Tower Hamlets,London,1082,15110,7.1600,
E05000587,Spitalfields and Banglatown,Tower Hamlets,London,665,10286,6.4700,
E05000588,Weavers,Tower Hamlets,London,1029,13206,7.7900,
E05002670,Iver Village and Richings Park,South Bucks,South East,347,5301,6.5500,
E05000391,Holland,Kensington and Chelsea,London,439,9767,4.4900,
E05000644,St James's,Westminster,London,658,10828,6.0800,
E05000645,Tachbrook,Westminster,London,580,8158,7.1100,
E05000301,Roxbourne,Harrow,London,937,12828,7.3000,
E05000302,Roxeth,Harrow,London,702,11663,6.0200,
E05000642,Queen's Park,Westminster,London,1307,12563,10.4000,
E05000643,Regent's Park,Westminster,London,929,12067,7.7000,
E05000303,Stanmore Park,Harrow,London,1116,11229,9.9400,
E05000304,Wealdstone,Harrow,London,803,11394,7.0500,
E05000305,West Harrow,Harrow,London,675,10373,6.5100,
E05000306,Brooklands,Havering,London,1168,14957,7.8100,
E05000307,Cranham,Havering,London,957,12528,7.6400,
E05000308,Elm Park,Havering,London,1093,12466,8.7700,
E05000408,Grove,Kingston upon Thames,London,518,10955,4.7300,
E05000309,Emerson Park,Havering,London,859,11977,7.1700,
E05000310,Gooshays,Havering,London,1529,14692,10.4100,
E05004752,Bushey Heath,Hertsmere,East of England,488,6713,7.2700,
E05004847,Tudor,Watford,East of England,303,6100,4.9700,
E05000464,Longthornton,Merton,London,663,10024,6.6100,
E05004749,Borehamwood Cowley Hill,Hertsmere,East of England,840,8439,9.9500,
E05000106,Bickley,Bromley,London,1109,15098,7.3500,
E05000465,Lower Morden,Merton,London,536,9090,5.9000,
E05000102,Tokyngton,Brent,London,1088,15105,7.2000,
E05000466,Merton Park,Merton,London,451,9485,4.7500,
E05000101,Sudbury,Brent,London,1052,14950,7.0400,
E05000103,Welsh Harp,Brent,London,1061,13753,7.7100,
E05000467,Pollards Hill,Merton,London,641,10287,6.2300,
E05000108,Bromley Common and Keston,Bromley,London,1049,15113,6.9400,
E05000104,Wembley Central,Brent,London,1068,14727,7.2500,
E05000468,Ravensbury,Merton,London,783,9968,7.8600,
E05000105,Willesden Green,Brent,London,998,15587,6.4000,
E05000109,Bromley Town,Bromley,London,894,16826,5.3100,
E05000469,Raynes Park,Merton,London,555,9738,5.7000,
E05000098,Queens Park,Brent,London,844,15281,5.5200,
E05000409,Norbiton,Kingston upon Thames,London,610,10107,6.0400,
E05000470,St Helier,Merton,London,864,10414,8.3000,
E05000471,Trinity,Merton,London,489,9798,4.9900,
E05000410,Old Malden,Kingston upon Thames,London,526,9431,5.5800,
E05000411,St James,Kingston upon Thames,London,618,8969,6.8900,
E05004173,Theydon Bois,Epping Forest,East of England,269,4062,6.6200,
E05004160,Loughton Broadway,Epping Forest,East of England,413,4233,9.7600,
E05000341,Uxbridge South,Hillingdon,London,754,13979,5.3900,
E05000342,West Drayton,Hillingdon,London,1145,14370,7.9700,
E05002637,Central,Chiltern,South East,310,4344,7.1400,
E05002341,Colnbrook with Poyle,Slough,South East,310,6157,5.0300,
E05002343,Foxborough,Slough,South East,588,8501,6.9200,
E05000032,Gascoigne,Barking and Dagenham,London,880,12452,7.0700,
E05002345,Kedermister,Slough,South East,644,9504,6.7800,
E05002346,Langley St Mary's,Slough,South East,421,8079,5.2100,
E05002347,Upton,Slough,South East,516,9386,5.5000,
E05000033,Goresbrook,Barking and Dagenham,London,1034,11267,9.1800,
E05000034,Heath,Barking and Dagenham,London,1096,10786,10.1600,
E05000035,Longbridge,Barking and Dagenham,London,777,11478,6.7700,
E05000189,Southall Broadway,Ealing,London,1186,13439,8.8300,
E05000190,Southall Green,Ealing,London,1135,14579,7.7900,
E05000031,Eastbury,Barking and Dagenham,London,948,11624,8.1600,
E05000038,River,Barking and Dagenham,London,928,10923,8.5000,
E05000039,Thames,Barking and Dagenham,London,754,10728,7.0300,
E05000040,Valence,Barking and Dagenham,London,1008,9867,10.2200,
E05007260,Molesey North,Elmbridge,South East,335,6008,5.5800,
E05007373,Sunbury Common,Spelthorne,South East,591,8076,7.3200,
E05004755,Bushey St James,Hertsmere,East of England,465,7581,6.1300,
E05007356,Englefield Green West,Runnymede,South East,323,5180,6.2400,
E05000043,Brunswick Park,Barnet,London,1117,16394,6.8100,
E05000392,Norland,Kensington and Chelsea,London,617,8675,7.1100,
E05000393,Notting Barns,Kensington and Chelsea,London,915,9537,9.5900,
E05000045,Childs Hill,Barnet,London,1429,20049,7.1300,
E05000046,Colindale,Barnet,London,1079,17098,6.3100,
E05000047,Coppetts,Barnet,London,1160,17250,6.7200,
E05000048,East Barnet,Barnet,London,1042,16137,6.4600,
E05000049,East Finchley,Barnet,London,1074,15989,6.7200,
E05000050,Edgware,Barnet,London,1075,16728,6.4300,
E05007365,Ashford Town,Spelthorne,South East,388,7089,5.4700,
E05004824,Croxley Green,Three Rivers,East of England,264,5515,4.7900,
E05000402,Beverley,Kingston upon Thames,London,660,10109,6.5300,
E05000403,Canbury,Kingston upon Thames,London,464,12373,3.7500,
E05000406,Coombe Hill,Kingston upon Thames,London,570,10357,5.5000,
E05002359,Datchet,Windsor and Maidenhead,South East,260,4913,5.2900,
E05002363,Horton and Wraysbury,Windsor and Maidenhead,South East,280,5063,5.5300,
E05000052,Garden Suburb,Barnet,London,694,15929,4.3600,
E05002366,Old Windsor,Windsor and Maidenhead,South East,325,4977,6.5300,
E05000051,Finchley Church End,Barnet,London,857,15715,5.4500,
E05000053,Golders Green,Barnet,London,1254,18818,6.6600,
E05000054,Hale,Barnet,London,1182,17437,6.7800,
E05000055,Hendon,Barnet,London,1078,18472,5.8400,
E05000056,High Barnet,Barnet,London,1050,15307,6.8600,
E05000057,Mill Hill,Barnet,London,1047,18451,5.6700,
E05000058,Oakleigh,Barnet,London,1073,15811,6.7900,
E05000059,Totteridge,Barnet,London,951,15159,6.2700,
E05000060,Underhill,Barnet,London,1311,15915,8.2400,
E05004928,Castle,Dartford,South East,70,2692,2.6000,
E05004941,West Hill,Dartford,South East,363,6766,5.3700,
E05000099,Queensbury,Brent,London,1105,15155,7.2900,
E05000201,Haselbury,Enfield,London,1154,16263,7.1000,
E05000068,Brampton,Bexley,London,759,10546,7.2000,
E05000412,St Mark's,Kingston upon Thames,London,366,10483,3.4900,
E05000413,Surbiton Hill,Kingston upon Thames,London,646,10459,6.1800,
E05000414,Tolworth and Hook Rise,Kingston upon Thames,London,525,9833,5.3400,
E05000415,Tudor,Kingston upon Thames,London,420,9578,4.3900,
E05000416,Bishop's,Lambeth,London,571,9675,5.9000,
E05000417,Brixton Hill,Lambeth,London,934,15842,5.9000,
E05000418,Clapham Common,Lambeth,London,571,12852,4.4400,
E05000419,Clapham Town,Lambeth,London,800,13795,5.8000,
E05000420,Coldharbour,Lambeth,London,1205,16784,7.1800,
E05000421,Ferndale,Lambeth,London,882,15032,5.8700,
E05000061,West Finchley,Barnet,London,1023,16533,6.1900,
E05000062,West Hendon,Barnet,London,1172,17402,6.7300,
E05000063,Woodhouse,Barnet,London,1308,17575,7.4400,
E05000064,Barnehurst,Bexley,London,760,10418,7.3000,
E05000065,Belvedere,Bexley,London,902,11890,7.5900,
E05000066,Blackfen and Lamorbey,Bexley,London,684,10616,6.4400,
E05000067,Blendon and Penhill,Bexley,London,695,10910,6.3700,
E05000069,Christchurch,Bexley,London,806,10965,7.3500,
E05000070,Colyers,Bexley,London,893,11128,8.0200,
E05005031,Swanley St Mary's,Sevenoaks,South East,383,4378,8.7500,
E05000488,Manor Park,Newham,London,1219,15318,7.9600,
E05000489,Plaistow North,Newham,London,1211,15470,7.8300,
E05000429,Stockwell,Lambeth,London,831,14777,5.6200,
E05000430,Streatham Hill,Lambeth,London,903,14263,6.3300,
E05000431,Streatham South,Lambeth,London,975,14336,6.8000,
E05000422,Gipsy Hill,Lambeth,London,966,13712,7.0400,
E05000423,Herne Hill,Lambeth,London,840,15107,5.5600,
E05000424,Knight's Hill,Lambeth,London,1067,14763,7.2300,
E05000425,Larkhall,Lambeth,London,1007,17243,5.8400,
E05000426,Oval,Lambeth,London,904,15106,5.9800,
E05000427,Prince's,Lambeth,London,1004,14262,7.0400,
E05000428,St Leonard's,Lambeth,London,812,14550,5.5800,
E05000077,Lesnes Abbey,Bexley,London,960,11346,8.4600,
E05000071,Crayford,Bexley,London,887,11226,7.9000,
E05000072,Cray Meadows,Bexley,London,981,11207,8.7500,
E05000073,Danson Park,Bexley,London,774,10864,7.1200,
E05000074,East Wickham,Bexley,London,887,10858,8.1700,
E05000075,Erith,Bexley,London,890,12053,7.3800,
E05000076,Falconwood and Welling,Bexley,London,637,10800,5.9000,
E05000078,Longlands,Bexley,London,961,10442,9.2000,
E05000079,North End,Bexley,London,957,11566,8.2700,
E05000080,Northumberland Heath,Bexley,London,754,10598,7.1100,
E05004069,Brentwood West,Brentwood,East of England,340,7047,4.8200,
E05000521,Hampton North,Richmond upon Thames,London,678,9387,7.2200,
E05000087,Brondesbury Park,Brent,London,988,13023,7.5900,
E05000441,Crofton Park,Lewisham,London,932,14937,6.2400,
E05000432,Streatham Wells,Lambeth,London,871,14906,5.8400,
E05000433,Thornton,Lambeth,London,741,12526,5.9200,
E05000434,Thurlow Park,Lambeth,London,760,13641,5.5700,
E05000435,Tulse Hill,Lambeth,London,966,15771,6.1300,
E05000436,Vassall,Lambeth,London,1008,14143,7.1300,
E05000437,Bellingham,Lewisham,London,1309,14775,8.8600,
E05000438,Blackheath,Lewisham,London,887,14039,6.3200,
E05000439,Brockley,Lewisham,London,900,17156,5.2500,
E05000440,Catford South,Lewisham,London,1067,15214,7.0100,
E05000081,St Mary's,Bexley,London,661,10491,6.3000,
E05000082,St Michael's,Bexley,London,706,11135,6.3400,
E05000083,Sidcup,Bexley,London,796,10844,7.3400,
E05000084,Thamesmead East,Bexley,London,707,12094,5.8500,
E05000085,Alperton,Brent,London,830,14017,5.9200,
E05000086,Barnhill,Brent,London,1173,15772,7.4400,
E05000088,Dollis Hill,Brent,London,993,13425,7.4000,
E05000089,Dudden Hill,Brent,London,976,15059,6.4800,
E05000090,Fryent,Brent,London,857,13445,6.3700,
E05004165,Loughton St Mary's,Epping Forest,East of England,295,4612,6.4000,
E05002642,Gold Hill,Chiltern,South East,179,2236,8.0100,
E05007369,Shepperton Town,Spelthorne,South East,426,6677,6.3800,
E05004760,Shenley,Hertsmere,East of England,368,5506,6.6800,
E05000100,Stonebridge,Brent,London,1423,16903,8.4200,
E05000091,Harlesden,Brent,London,1310,17162,7.6300,
E05000092,Kensal Green,Brent,London,990,14915,6.6400,
E05000093,Kenton,Brent,London,928,12133,7.6500,
E05000094,Kilburn,Brent,London,1239,16989,7.2900,
E05000095,Mapesbury,Brent,London,903,15529,5.8100,
E05000096,Northwick Park,Brent,London,778,12811,6.0700,
E05004837,Sarratt,Three Rivers,East of England,94,1849,5.0800,
E05004833,Oxhey Hall,Three Rivers,East of England,174,3336,5.2200,
E05004753,Bushey North,Hertsmere,East of England,377,6727,5.6000,
E05000534,Brunswick Park,Southwark,London,862,13174,6.5400,
E05000535,Camberwell Green,Southwark,London,1102,15032,7.3300,
E05004937,Stone,Dartford,South East,491,6553,7.4900,
E05004933,Littlebrook,Dartford,South East,330,4416,7.4700,
E05007265,Thames Ditton,Elmbridge,South East,326,6307,5.1700,
E05000546,Peckham,Southwark,London,1066,14720,7.2400,
E05000547,Peckham Rye,Southwark,London,774,13518,5.7300,
E05000548,Riverside,Southwark,London,808,14390,5.6200,
E05000442,Downham,Lewisham,London,1398,14567,9.6000,
E05002230,Belhus,Thurrock,East of England,910,9780,9.3000,
E05000443,Evelyn,Lewisham,London,1090,16603,6.5700,
E05000444,Forest Hill,Lewisham,London,875,14854,5.8900,
E05000445,Grove Park,Lewisham,London,1222,14648,8.3400,
E05000446,Ladywell,Lewisham,London,867,14515,5.9700,
E05004078,Shenfield,Brentwood,East of England,238,5432,4.3800,
E05000447,Lee Green,Lewisham,London,962,14573,6.6000,
E05000448,Lewisham Central,Lewisham,London,1280,17446,7.3400,
E05000449,New Cross,Lewisham,London,1012,15756,6.4200,
E05002668,Hedgerley and Fulmer,South Bucks,South East,75,1358,5.5200,
E05004174,Waltham Abbey High Beach,Epping Forest,East of England,246,2236,11.0000,
E05004161,Loughton Fairmead,Epping Forest,East of England,357,4317,8.2700,
E05002638,Chalfont Common,Chiltern,South East,245,3983,6.1500,
E05004148,Buckhurst Hill East,Epping Forest,East of England,317,4616,6.8700,
E05000594,Endlebury,Waltham Forest,London,777,10730,7.2400,
E05000595,Forest,Waltham Forest,London,867,12609,6.8800,
E05007374,Sunbury East,Spelthorne,South East,367,6798,5.4000,
E05004756,Elstree,Hertsmere,East of England,337,5110,6.5900,
E05000596,Grove Green,Waltham Forest,London,741,14604,5.0700,
E05004929,Greenhithe,Dartford,South East,380,6567,5.7900,
E05007348,Addlestone Bourneside,Runnymede,South East,387,5596,6.9200,
E05007261,Molesey South,Elmbridge,South East,460,6743,6.8200,
E05000450,Perry Vale,Lewisham,London,1042,15618,6.6700,
E05000451,Rushey Green,Lewisham,London,1196,14916,8.0200,
E05000259,Palace Riverside,Hammersmith and Fulham,London,385,7483,5.1400,
E05000460,Figge's Marsh,Merton,London,744,11240,6.6200,
E05000461,Graveney,Merton,London,512,9816,5.2200,
E05004942,Wilmington,Dartford,South East,392,4000,9.8000,
E05000475,Beckton,Newham,London,1085,15141,7.1700,
E05007257,Hinchley Wood,Elmbridge,South East,182,5068,3.5900,
E05000111,Chislehurst,Bromley,London,1077,14831,7.2600,
E05000112,Clock House,Bromley,London,842,15560,5.4100,
E05000113,Copers Cope,Bromley,London,900,15392,5.8500,
E05000114,Cray Valley East,Bromley,London,1234,15445,7.9900,
E05000115,Cray Valley West,Bromley,London,1566,16769,9.3400,
E05000116,Crystal Palace,Bromley,London,923,12255,7.5300,
E05000119,Hayes and Coney Hall,Bromley,London,866,15906,5.4400,
E05000120,Kelsey and Eden Park,Bromley,London,1023,15892,6.4400,
E05000476,Boleyn,Newham,London,1130,15982,7.0700,
E05000477,Canning Town North,Newham,London,1237,14810,8.3500,
E05000536,Cathedrals,Southwark,London,932,14941,6.2400,
E05000537,Chaucer,Southwark,London,791,15178,5.2100,
E05005032,Swanley White Oak,Sevenoaks,South East,607,6104,9.9400,
E05005019,Hartley and Hodsoll Street,Sevenoaks,South East,442,5835,7.5700,
E05005015,Eynsford,Sevenoaks,South East,112,1814,6.1700,
E05000478,Canning Town South,Newham,London,1208,15996,7.5500,
E05000123,Penge and Cator,Bromley,London,1157,17326,6.6800,
E05000121,Mottingham and Chislehurst North,Bromley,London,892,9987,8.9300,
E05000122,Orpington,Bromley,London,1163,15311,7.6000,
E05000124,Petts Wood and Knoll,Bromley,London,700,13651,5.1300,
E05000125,Plaistow and Sundridge,Bromley,London,1113,15122,7.3600,
E05000126,Shortlands,Bromley,London,545,9824,5.5500,
E05000127,West Wickham,Bromley,London,854,14884,5.7400,
E05000128,Belsize,Camden,London,679,12702,5.3500,
E05000129,Bloomsbury,Camden,London,594,10892,5.4500,
E05000130,Camden Town with Primrose Hill,Camden,London,887,12613,7.0300,
E05002239,Ockendon,Thurrock,East of England,882,9680,9.1100,
E05000479,Custom House,Newham,London,1037,13411,7.7300,
E05000473,West Barnes,Merton,London,473,9862,4.8000,
E05000474,Wimbledon Park,Merton,London,417,11197,3.7200,
E05000480,East Ham Central,Newham,London,1025,15917,6.4400,
E05000472,Village,Merton,London,400,8491,4.7100,
E05000481,East Ham North,Newham,London,1047,13866,7.5500,
E05004070,Brizes and Doddinghurst,Brentwood,East of England,424,5958,7.1200,
E05000131,Cantelowes,Camden,London,911,11925,7.6400,
E05000132,Fortune Green,Camden,London,680,11740,5.7900,
E05000135,Hampstead Town,Camden,London,582,11270,5.1600,
E05000133,Frognal and Fitzjohns,Camden,London,503,11986,4.2000,
E05000134,Gospel Oak,Camden,London,1076,11264,9.5500,
E05000137,Highgate,Camden,London,813,10955,7.4200,
E05000138,Holborn and Covent Garden,Camden,London,949,13023,7.2900,
E05000139,Kentish Town,Camden,London,959,13417,7.1500,
E05000140,Kilburn,Camden,London,1136,12038,9.4400,
E05000482,East Ham South,Newham,London,1197,15575,7.6900,
E05000483,Forest Gate North,Newham,London,1080,16257,6.6400,
E05000484,Forest Gate South,Newham,London,1195,17362,6.8800,
E05000485,Green Street East,Newham,London,1004,15885,6.3200,
E05000486,Green Street West,Newham,London,1098,15113,7.2700,
E05000487,Little Ilford,Newham,London,1218,16633,7.3200,
E05000490,Plaistow South,Newham,London,1067,16404,6.5000,
E05002673,Wexham and Iver West,South Bucks,South East,205,3251,6.3100,
E05000491,Royal Docks,Newham,London,445,10679,4.1700,
E05004170,Passingford,Epping Forest,East of England,131,2256,5.8100,
E05000141,King's Cross,Camden,London,731,11843,6.1700,
E05000142,Regent's Park,Camden,London,1034,13528,7.6400,
E05000143,St Pancras and Somers Town,Camden,London,1344,13818,9.7300,
E05000144,Swiss Cottage,Camden,London,717,12900,5.5600,
E05000145,West Hampstead,Camden,London,800,12060,6.6300,
E05000147,Ashburton,Croydon,London,972,14721,6.6000,
E05000148,Bensham Manor,Croydon,London,1040,16201,6.4200,
E05000149,Broad Green,Croydon,London,1250,18652,6.7000,
E05007370,Staines,Spelthorne,South East,412,7861,5.2400,
E05007357,Foxhills,Runnymede,South East,314,5672,5.5400,
E05007366,Halliford and Sunbury West,Spelthorne,South East,463,6106,7.5800,
E05007353,Egham Hythe,Runnymede,South East,397,6474,6.1300,
E05004821,Carpenders Park,Three Rivers,East of England,408,4861,8.3900,
E05000158,Norbury,Croydon,London,1187,16476,7.2000,
E05004838,Callowland,Watford,East of England,335,7444,4.5000,
E05004825,Croxley Green North,Three Rivers,East of England,200,3321,6.0200,
E05004834,Penn,Three Rivers,East of England,173,3549,4.8700,
E05000549,Rotherhithe,Southwark,London,907,13743,6.6000,
E05000550,South Bermondsey,Southwark,London,1019,13780,7.3900,
E05000509,Monkhams,Redbridge,London,706,10422,6.7700,
E05000510,Newbury,Redbridge,London,984,16760,5.8700,
E05000504,Fullwell,Redbridge,London,1058,12910,8.2000,
E05000505,Goodmayes,Redbridge,London,846,13069,6.4700,
E05000506,Hainault,Redbridge,London,1412,12953,10.9000,
E05000507,Loxford,Redbridge,London,1211,16544,7.3200,
E05000508,Mayfield,Redbridge,London,960,13672,7.0200,
E05000502,Cranbrook,Redbridge,London,935,12780,7.3200,
E05000503,Fairlop,Redbridge,London,924,12630,7.3200,
E05000511,Roding,Redbridge,London,622,12044,5.1600,
E05000161,Selhurst,Croydon,London,1462,18087,8.0800,
E05000551,South Camberwell,Southwark,London,696,12629,5.5100,
E05000170,Acton Central,Ealing,London,1044,15427,6.7700,
E05000163,Shirley,Croydon,London,972,14296,6.8000,
E05000164,South Norwood,Croydon,London,1119,16518,6.7700,
E05000165,Thornton Heath,Croydon,London,1064,16539,6.4300,
E05000166,Upper Norwood,Croydon,London,1054,16082,6.5500,
E05000168,West Thornton,Croydon,London,1126,17489,6.4400,
E05000169,Woodside,Croydon,London,1021,16743,6.1000,
E05004938,Sutton-at-Hone and Hawley,Dartford,South East,269,4230,6.3600,
E05004934,"Longfield, New Barn and Southfleet",Dartford,South East,477,6246,7.6400,
E05007266,Walton Ambleside,Elmbridge,South East,232,4291,5.4100,
E05000538,College,Southwark,London,808,11812,6.8400,
E05000539,East Dulwich,Southwark,London,718,12321,5.8300,
