Ward Code,Ward Name,LA Name,Region Name,QS205EW0003,QS205EW0001 (base),Ward Percentage
E05000370,Clerkenwell,Islington,London,1338,11160,11.9900,
E05000362,Isleworth,Hounslow,London,1154,11359,10.1600,
E05000363,Osterley and Spring Grove,Hounslow,London,1639,12434,13.1800,
E05000364,Syon,Hounslow,London,1398,12836,10.8900,
E05000365,Turnham Green,Hounslow,London,1215,10982,11.0600,
E05000366,Barnsbury,Islington,London,1213,11826,10.2600,
E05000328,Charville,Hillingdon,London,1008,12066,8.3500,
E05000367,Bunhill,Islington,London,2017,14151,14.2500,
E05000368,Caledonian,Islington,London,1468,13419,10.9400,
E05000369,Canonbury,Islington,London,889,11618,7.6500,
E05000371,Finsbury Park,Islington,London,1532,13735,11.1500,
E05000321,South Hornchurch,Havering,London,342,13056,2.6200,
E05000322,Squirrel's Heath,Havering,London,222,12723,1.7400,
E05000323,Upminster,Havering,London,135,12538,1.0800,
E05000324,Barnhill,Hillingdon,London,1656,12792,12.9500,
E05000325,Botwell,Hillingdon,London,1825,14209,12.8400,
E05000326,Brunel,Hillingdon,London,1116,13380,8.3400,
E05000327,Cavendish,Hillingdon,London,486,11255,4.3200,
E05000329,Eastcote and East Ruislip,Hillingdon,London,485,11737,4.1300,
E05000330,Harefield,Hillingdon,London,208,7113,2.9200,
E05000388,Earl's Court,Kensington and Chelsea,London,1893,8822,21.4600,
E05000015,Cripplegate,City of London,London,215,2698,7.9700,
E05000017,Farringdon Within,City of London,London,36,272,13.2400,
E05000018,Farringdon Without,City of London,London,166,1084,15.3100,
E05000462,Hillside,Merton,London,904,8612,10.5000,
E05000463,Lavender Fields,Merton,London,1142,9734,11.7300,
E05000044,Burnt Oak,Barnet,London,2145,17304,12.4000,
E05000036,Mayesbrook,Barking and Dagenham,London,584,9767,5.9800,
E05000379,St Mary's,Islington,London,986,11208,8.8000,
E05004077,Pilgrims Hatch,Brentwood,East of England,64,5778,1.1100,
E05000376,Junction,Islington,London,1079,11588,9.3100,
E05000372,Highbury East,Islington,London,930,11119,8.3600,
E05000373,Highbury West,Islington,London,1368,14431,9.4800,
E05000374,Hillrise,Islington,London,947,11279,8.4000,
E05000375,Holloway,Islington,London,1746,14520,12.0200,
E05000378,St George's,Islington,London,1033,11911,8.6700,
E05000377,Mildmay,Islington,London,1183,12349,9.5800,
E05000380,St Peter's,Islington,London,1000,11416,8.7600,
E05000381,Tollington,Islington,London,1189,12699,9.3600,
E05000037,Parsloes,Barking and Dagenham,London,480,9212,5.2100,
E05000400,Alexandra,Kingston upon Thames,London,677,8882,7.6200,
E05000331,Heathrow Villages,Hillingdon,London,1378,11522,11.9600,
E05000332,Hillingdon East,Hillingdon,London,766,12289,6.2300,
E05000333,Ickenham,Hillingdon,London,381,10098,3.7700,
E05000401,Berrylands,Kingston upon Thames,London,554,9037,6.1300,
E05000334,Manor,Hillingdon,London,384,10994,3.4900,
E05000335,Northwood,Hillingdon,London,743,10141,7.3300,
E05000336,Northwood Hills,Hillingdon,London,731,11127,6.5700,
E05000337,Pinkwell,Hillingdon,London,1925,13960,13.7900,
E05000338,South Ruislip,Hillingdon,London,726,11793,6.1600,
E05000339,Townfield,Hillingdon,London,1762,13410,13.1400,
E05000340,Uxbridge North,Hillingdon,London,742,11615,6.3900,
E05000029,Chadwell Heath,Barking and Dagenham,London,590,9496,6.2100,
E05000021,Portsoken,City of London,London,131,962,13.6200,
E05000022,Queenhithe,City of London,,57,317,17.9800,
E05000023,Tower,City of London,London,44,223,19.7300,
E05000026,Abbey,Barking and Dagenham,London,1959,11885,16.4800,
E05000027,Alibon,Barking and Dagenham,London,542,9772,5.5500,
E05000028,Becontree,Barking and Dagenham,London,844,10867,7.7700,
E05000097,Preston,Brent,London,2337,14793,15.8000,
E05000382,Abingdon,Kensington and Chelsea,London,1920,9606,19.9900,
E05000146,Addiscombe,Croydon,London,1317,16021,8.2200,
E05000383,Brompton,Kensington and Chelsea,London,1956,8578,22.8000,
E05002667,Gerrards Cross South,South Bucks,South East,183,3439,5.3200,
E05000384,Campden,Kensington and Chelsea,London,1337,7832,17.0700,
E05000385,Colville,Kensington and Chelsea,London,995,8113,12.2600,
E05000386,Courtfield,Kensington and Chelsea,London,2048,8622,23.7500,
E05000387,Cremorne,Kensington and Chelsea,London,1034,7685,13.4500,
E05000389,Golborne,Kensington and Chelsea,London,979,8622,11.3500,
E05000390,Hans Town,Kensington and Chelsea,London,1589,8498,18.7000,
E05000452,Sydenham,Lewisham,London,1019,14787,6.8900,
E05000453,Telegraph Hill,Lewisham,London,1316,15660,8.4000,
E05000454,Whitefoot,Lewisham,London,834,13612,6.1300,
E05000455,Abbey,Merton,London,1071,9814,10.9100,
E05000456,Cannon Hill,Merton,London,646,8932,7.2300,
E05000457,Colliers Wood,Merton,London,1204,10229,11.7700,
E05000458,Cricket Green,Merton,London,1098,10883,10.0900,
E05000459,Dundonald,Merton,London,707,8777,8.0600,
E05002348,Wexham Lea,Slough,South East,1024,10499,9.7500,
E05000136,Haverstock,Camden,London,1274,11829,10.7700,
E05000495,Aldborough,Redbridge,London,1681,13883,12.1100,
E05000496,Barkingside,Redbridge,London,1470,12154,12.0900,
E05000497,Bridge,Redbridge,London,627,11141,5.6300,
E05000041,Village,Barking and Dagenham,London,596,10140,5.8800,
E05000498,Chadwell,Redbridge,London,1208,13453,8.9800,
E05004748,Borehamwood Brookmeadow,Hertsmere,East of England,415,7461,5.5600,
E05000499,Church End,Redbridge,London,625,11011,5.6800,
E05000500,Clayhall,Redbridge,London,1580,12855,12.2900,
E05000501,Clementswood,Redbridge,London,2362,13788,17.1300,
E05000492,Stratford and New Town,Newham,London,2707,17039,15.8900,
E05000493,Wall End,Newham,London,2604,14051,18.5300,
E05000494,West Ham,Newham,London,2064,14861,13.8900,
E05000042,Whalebone,Barking and Dagenham,London,724,10033,7.2200,
E05000407,Coombe Vale,Kingston upon Thames,London,875,9379,9.3300,
E05000589,Whitechapel,Tower Hamlets,London,2445,14278,17.1200,
E05000590,Cann Hall,Waltham Forest,London,1533,13092,11.7100,
E05000591,Cathall,Waltham Forest,London,1603,12046,13.3100,
E05000582,Mile End East,Tower Hamlets,London,1957,12665,15.4500,
E05000583,Millwall,Tower Hamlets,London,4241,21956,19.3200,
E05000584,St Dunstan's and Stepney Green,Tower Hamlets,London,2369,15492,15.2900,
E05000585,St Katharine's and Wapping,Tower Hamlets,London,1808,11877,15.2200,
E05000586,Shadwell,Tower Hamlets,London,2460,14352,17.1400,
E05000587,Spitalfields and Banglatown,Tower Hamlets,London,1801,9944,18.1100,
E05000588,Weavers,Tower Hamlets,London,1755,12693,13.8300,
E05002670,Iver Village and Richings Park,South Bucks,South East,170,5106,3.3300,
E05000391,Holland,Kensington and Chelsea,London,1675,9403,17.8100,
E05000644,St James's,Westminster,London,1665,10606,15.7000,
E05000645,Tachbrook,Westminster,London,976,7954,12.2700,
E05000301,Roxbourne,Harrow,London,1796,12216,14.7000,
E05000302,Roxeth,Harrow,London,1576,11162,14.1200,
E05007272,Weybridge South,Elmbridge,South East,203,4389,4.6300,
E05000642,Queen's Park,Westminster,London,1290,12000,10.7500,
E05000643,Regent's Park,Westminster,London,1940,11604,16.7200,
E05000303,Stanmore Park,Harrow,London,875,10849,8.0700,
E05000304,Wealdstone,Harrow,London,1412,10814,13.0600,
E05000305,West Harrow,Harrow,London,1340,9941,13.4800,
E05000306,Brooklands,Havering,London,609,14240,4.2800,
E05000307,Cranham,Havering,London,154,12190,1.2600,
E05000308,Elm Park,Havering,London,290,12100,2.4000,
E05000408,Grove,Kingston upon Thames,London,1056,10516,10.0400,
E05000309,Emerson Park,Havering,London,254,11686,2.1700,
E05000310,Gooshays,Havering,London,340,14034,2.4200,
E05004752,Bushey Heath,Hertsmere,East of England,211,6489,3.2500,
E05004847,Tudor,Watford,East of England,219,5882,3.7200,
E05000464,Longthornton,Merton,London,956,9589,9.9700,
E05004749,Borehamwood Cowley Hill,Hertsmere,East of England,318,8061,3.9400,
E05000106,Bickley,Bromley,London,480,14579,3.2900,
E05000465,Lower Morden,Merton,London,459,8750,5.2500,
E05000102,Tokyngton,Brent,London,2358,14509,16.2500,
E05000466,Merton Park,Merton,London,827,9144,9.0400,
E05000101,Sudbury,Brent,London,2495,14251,17.5100,
E05000103,Welsh Harp,Brent,London,1663,13103,12.6900,
E05000467,Pollards Hill,Merton,London,686,9828,6.9800,
E05000108,Bromley Common and Keston,Bromley,London,347,14532,2.3900,
E05000104,Wembley Central,Brent,London,2672,14116,18.9300,
E05000468,Ravensbury,Merton,London,887,9522,9.3200,
E05000105,Willesden Green,Brent,London,2209,14885,14.8400,
E05000109,Bromley Town,Bromley,London,871,15992,5.4500,
E05000469,Raynes Park,Merton,London,701,9267,7.5600,
E05000098,Queens Park,Brent,London,1476,14554,10.1400,
E05000409,Norbiton,Kingston upon Thames,London,979,9631,10.1700,
E05000470,St Helier,Merton,London,805,9954,8.0900,
E05000471,Trinity,Merton,London,856,9244,9.2600,
E05000410,Old Malden,Kingston upon Thames,London,650,9094,7.1500,
E05000411,St James,Kingston upon Thames,London,911,8701,10.4700,
E05004173,Theydon Bois,Epping Forest,East of England,51,3950,1.2900,
E05004160,Loughton Broadway,Epping Forest,East of England,91,4071,2.2400,
E05000341,Uxbridge South,Hillingdon,London,1319,13530,9.7500,
E05000342,West Drayton,Hillingdon,London,1078,13639,7.9000,
E05002637,Central,Chiltern,South East,85,4195,2.0300,
E05002341,Colnbrook with Poyle,Slough,South East,510,5800,8.7900,
E05004147,"Broadley Common, Epping Upland and Nazeing",Epping Forest,East of England,17,1919,0.8900,
E05002343,Foxborough,Slough,South East,747,8027,9.3100,
E05000032,Gascoigne,Barking and Dagenham,London,1496,11445,13.0700,
E05002345,Kedermister,Slough,South East,782,9071,8.6200,
E05002346,Langley St Mary's,Slough,South East,670,7704,8.7000,
E05002347,Upton,Slough,South East,1115,8930,12.4900,
E05000033,Goresbrook,Barking and Dagenham,London,655,10593,6.1800,
E05000034,Heath,Barking and Dagenham,London,557,10148,5.4900,
E05000035,Longbridge,Barking and Dagenham,London,1080,10937,9.8700,
E05000189,Southall Broadway,Ealing,London,2095,12883,16.2600,
E05000190,Southall Green,Ealing,London,2328,13870,16.7800,
E05000031,Eastbury,Barking and Dagenham,London,985,10964,8.9800,
E05000038,River,Barking and Dagenham,London,679,10233,6.6400,
E05000039,Thames,Barking and Dagenham,London,851,9867,8.6200,
E05000040,Valence,Barking and Dagenham,London,531,9264,5.7300,
E05007260,Molesey North,Elmbridge,South East,211,5804,3.6400,
E05007373,Sunbury Common,Spelthorne,South East,297,7722,3.8500,
E05004755,Bushey St James,Hertsmere,East of England,254,7296,3.4800,
E05007360,Virginia Water,Runnymede,South East,373,5773,6.4600,
E05007356,Englefield Green West,Runnymede,South East,269,5021,5.3600,
E05000043,Brunswick Park,Barnet,London,1242,15803,7.8600,
E05000392,Norland,Kensington and Chelsea,London,993,8338,11.9100,
E05000393,Notting Barns,Kensington and Chelsea,London,961,9174,10.4800,
E05000045,Childs Hill,Barnet,London,2663,19179,13.8800,
E05000046,Colindale,Barnet,London,2374,16216,14.6400,
E05000047,Coppetts,Barnet,London,1681,16447,10.2200,
E05000048,East Barnet,Barnet,London,909,15436,5.8900,
E05000049,East Finchley,Barnet,London,1369,15271,8.9600,
E05000050,Edgware,Barnet,London,1429,15948,8.9600,
E05004841,Leggatts,Watford,East of England,400,7182,5.5700,
E05007365,Ashford Town,Spelthorne,South East,189,6852,2.7600,
E05004828,Langleybury,Three Rivers,East of England,64,4915,1.3000,
E05004824,Croxley Green,Three Rivers,East of England,88,5315,1.6600,
E05000402,Beverley,Kingston upon Thames,London,799,9679,8.2500,
E05000403,Canbury,Kingston upon Thames,London,998,11610,8.6000,
E05000404,Chessington North and Hook,Kingston upon Thames,London,348,8430,4.1300,
E05000406,Coombe Hill,Kingston upon Thames,London,1230,9969,12.3400,
E05002359,Datchet,Windsor and Maidenhead,South East,192,4711,4.0800,
E05002363,Horton and Wraysbury,Windsor and Maidenhead,South East,170,4911,3.4600,
E05000052,Garden Suburb,Barnet,London,1419,15219,9.3200,
E05002366,Old Windsor,Windsor and Maidenhead,South East,111,4814,2.3100,
E05000051,Finchley Church End,Barnet,London,1599,15076,10.6100,
E05000053,Golders Green,Barnet,London,1930,17774,10.8600,
E05000054,Hale,Barnet,London,1440,16589,8.6800,
E05000055,Hendon,Barnet,London,2263,17534,12.9100,
E05000056,High Barnet,Barnet,London,739,14726,5.0200,
E05000057,Mill Hill,Barnet,London,1557,17663,8.8200,
E05000058,Oakleigh,Barnet,London,1110,15170,7.3200,
E05000059,Totteridge,Barnet,London,1374,14525,9.4600,
E05000060,Underhill,Barnet,London,957,15355,6.2300,
E05004928,Castle,Dartford,South East,94,2496,3.7700,
E05004941,West Hill,Dartford,South East,201,6443,3.1200,
E05000099,Queensbury,Brent,London,2348,14565,16.1200,
E05000201,Haselbury,Enfield,London,1698,15404,11.0200,
E05000068,Brampton,Bexley,London,218,10256,2.1300,
E05000412,St Mark's,Kingston upon Thames,London,858,10080,8.5100,
E05000413,Surbiton Hill,Kingston upon Thames,London,670,9947,6.7400,
E05000414,Tolworth and Hook Rise,Kingston upon Thames,London,666,9398,7.0900,
E05000415,Tudor,Kingston upon Thames,London,632,9180,6.8800,
E05000416,Bishop's,Lambeth,London,1111,9415,11.8000,
E05000417,Brixton Hill,Lambeth,London,1353,15212,8.8900,
E05000418,Clapham Common,Lambeth,London,853,12268,6.9500,
E05000419,Clapham Town,Lambeth,London,991,13329,7.4300,
E05000420,Coldharbour,Lambeth,London,1412,16080,8.7800,
E05000421,Ferndale,Lambeth,London,1115,14602,7.6400,
E05004758,Potters Bar Oakmere,Hertsmere,East of England,227,7092,3.2000,
E05000061,West Finchley,Barnet,London,1994,15762,12.6500,
E05000062,West Hendon,Barnet,London,2438,16543,14.7400,
E05000063,Woodhouse,Barnet,London,1820,16891,10.7700,
E05000064,Barnehurst,Bexley,London,145,10073,1.4400,
E05000065,Belvedere,Bexley,London,496,11323,4.3800,
E05000066,Blackfen and Lamorbey,Bexley,London,157,10261,1.5300,
E05000067,Blendon and Penhill,Bexley,London,160,10556,1.5200,
E05000069,Christchurch,Bexley,London,264,10553,2.5000,
E05000070,Colyers,Bexley,London,212,10635,1.9900,
E05005031,Swanley St Mary's,Sevenoaks,South East,64,4197,1.5200,
E05000488,Manor Park,Newham,London,2495,14476,17.2400,
E05000489,Plaistow North,Newham,London,2258,14641,15.4200,
E05000429,Stockwell,Lambeth,London,1570,14200,11.0600,
E05000430,Streatham Hill,Lambeth,London,1238,13589,9.1100,
E05000431,Streatham South,Lambeth,London,1291,13630,9.4700,
E05000422,Gipsy Hill,Lambeth,London,877,12927,6.7800,
E05000423,Herne Hill,Lambeth,London,1191,14459,8.2400,
E05000424,Knight's Hill,Lambeth,London,1210,13957,8.6700,
E05000425,Larkhall,Lambeth,London,1524,16680,9.1400,
E05000426,Oval,Lambeth,London,1654,14642,11.3000,
E05000427,Prince's,Lambeth,London,1289,13727,9.3900,
E05000428,St Leonard's,Lambeth,London,1279,13782,9.2800,
E05000077,Lesnes Abbey,Bexley,London,492,10920,4.5100,
E05000071,Crayford,Bexley,London,190,10764,1.7700,
E05000072,Cray Meadows,Bexley,London,251,10748,2.3400,
E05000073,Danson Park,Bexley,London,322,10492,3.0700,
E05000074,East Wickham,Bexley,London,301,10501,2.8700,
E05000075,Erith,Bexley,London,487,11370,4.2800,
E05000076,Falconwood and Welling,Bexley,London,313,10457,2.9900,
E05000078,Longlands,Bexley,London,206,10137,2.0300,
E05000079,North End,Bexley,London,375,10904,3.4400,
E05000080,Northumberland Heath,Bexley,London,164,10203,1.6100,
E05004069,Brentwood West,Brentwood,East of England,139,6739,2.0600,
E05000521,Hampton North,Richmond upon Thames,London,472,8977,5.2600,
E05000087,Brondesbury Park,Brent,London,1471,12525,11.7400,
E05000441,Crofton Park,Lewisham,London,942,14150,6.6600,
E05000432,Streatham Wells,Lambeth,London,1390,14113,9.8500,
E05000433,Thornton,Lambeth,London,910,11898,7.6500,
E05000434,Thurlow Park,Lambeth,London,873,12885,6.7800,
E05000435,Tulse Hill,Lambeth,London,1236,15065,8.2000,
E05000436,Vassall,Lambeth,London,1187,13620,8.7200,
E05000437,Bellingham,Lewisham,London,752,14027,5.3600,
E05000438,Blackheath,Lewisham,London,894,13359,6.6900,
E05000439,Brockley,Lewisham,London,1535,16394,9.3600,
E05000440,Catford South,Lewisham,London,901,14579,6.1800,
E05000081,St Mary's,Bexley,London,129,10150,1.2700,
E05000082,St Michael's,Bexley,London,301,10726,2.8100,
E05000083,Sidcup,Bexley,London,216,10556,2.0500,
E05000084,Thamesmead East,Bexley,London,693,11369,6.1000,
E05000085,Alperton,Brent,London,2384,13455,17.7200,
E05000086,Barnhill,Brent,London,2285,15058,15.1700,
E05000088,Dollis Hill,Brent,London,1819,12783,14.2300,
E05000089,Dudden Hill,Brent,London,1910,14355,13.3100,
E05000090,Fryent,Brent,London,1839,12850,14.3100,
E05002646,Little Chalfont,Chiltern,South East,117,4646,2.5200,
E05004165,Loughton St Mary's,Epping Forest,East of England,98,4425,2.2100,
E05002642,Gold Hill,Chiltern,South East,41,2166,1.8900,
E05004700,"Bovingdon, Flaunden and Chipperfield",Dacorum,East of England,128,8757,1.4600,
E05007369,Shepperton Town,Spelthorne,South East,108,6506,1.6600,
E05004760,Shenley,Hertsmere,East of England,116,5258,2.2100,
E05007352,Chertsey South and Row Town,Runnymede,South East,114,5149,2.2100,
E05000100,Stonebridge,Brent,London,1781,15998,11.1300,
E05007273,Auriol,Epsom and Ewell,South East,119,3819,3.1200,
E05000091,Harlesden,Brent,London,1801,16154,11.1500,
E05000092,Kensal Green,Brent,London,1577,14149,11.1500,
E05000093,Kenton,Brent,London,1816,11761,15.4400,
E05000094,Kilburn,Brent,London,1933,16230,11.9100,
E05000095,Mapesbury,Brent,London,2117,14888,14.2200,
E05000096,Northwick Park,Brent,London,1852,12398,14.9400,
E05004837,Sarratt,Three Rivers,East of England,27,1810,1.4900,
E05004833,Oxhey Hall,Three Rivers,East of England,69,3229,2.1400,
E05004753,Bushey North,Hertsmere,East of England,289,6467,4.4700,
E05000534,Brunswick Park,Southwark,London,1074,12542,8.5600,
E05000535,Camberwell Green,Southwark,London,1390,14327,9.7000,
E05004937,Stone,Dartford,South East,165,6245,2.6400,
E05004933,Littlebrook,Dartford,South East,144,4194,3.4300,
E05007265,Thames Ditton,Elmbridge,South East,155,5989,2.5900,
E05000546,Peckham,Southwark,London,1325,13966,9.4900,
E05000547,Peckham Rye,Southwark,London,803,12707,6.3200,
E05000548,Riverside,Southwark,London,1773,13860,12.7900,
E05000442,Downham,Lewisham,London,690,13854,4.9800,
E05002230,Belhus,Thurrock,East of England,174,9321,1.8700,
E05000443,Evelyn,Lewisham,London,1742,15829,11.0100,
E05000444,Forest Hill,Lewisham,London,1042,14069,7.4100,
E05000445,Grove Park,Lewisham,London,868,13951,6.2200,
E05000446,Ladywell,Lewisham,London,1141,13832,8.2500,
E05004078,Shenfield,Brentwood,East of England,101,5250,1.9200,
E05000447,Lee Green,Lewisham,London,987,13860,7.1200,
E05000448,Lewisham Central,Lewisham,London,1535,16491,9.3100,
E05000449,New Cross,Lewisham,London,1621,14941,10.8500,
E05002668,Hedgerley and Fulmer,South Bucks,South East,16,1320,1.2100,
E05004178,Waltham Abbey South West,Epping Forest,East of England,96,4047,2.3700,
E05004174,Waltham Abbey High Beach,Epping Forest,East of England,24,2175,1.1000,
E05004161,Loughton Fairmead,Epping Forest,East of England,123,4145,2.9700,
E05002638,Chalfont Common,Chiltern,South East,87,3885,2.2400,
E05004148,Buckhurst Hill East,Epping Forest,East of England,132,4428,2.9800,
E05000594,Endlebury,Waltham Forest,London,352,10401,3.3800,
E05000595,Forest,Waltham Forest,London,1321,12047,10.9700,
E05007374,Sunbury East,Spelthorne,South East,146,6529,2.2400,
E05004756,Elstree,Hertsmere,East of England,216,4899,4.4100,
E05000596,Grove Green,Waltham Forest,London,1887,13827,13.6500,
E05004929,Greenhithe,Dartford,South East,160,6219,2.5700,
E05007348,Addlestone Bourneside,Runnymede,South East,171,5370,3.1800,
E05007261,Molesey South,Elmbridge,South East,207,6454,3.2100,
E05007278,Ewell Court,Epsom and Ewell,South East,167,5272,3.1700,
E05000450,Perry Vale,Lewisham,London,924,14847,6.2200,
E05000451,Rushey Green,Lewisham,London,1001,14014,7.1400,
E05004842,Meriden,Watford,East of England,267,7481,3.5700,
E05000259,Palace Riverside,Hammersmith and Fulham,London,648,7176,9.0300,
E05000460,Figge's Marsh,Merton,London,1126,10651,10.5700,
E05000461,Graveney,Merton,London,1155,9372,12.3200,
E05004942,Wilmington,Dartford,South East,25,3890,0.6400,
E05000475,Beckton,Newham,London,1971,14351,13.7300,
E05007257,Hinchley Wood,Elmbridge,South East,196,4862,4.0300,
E05000111,Chislehurst,Bromley,London,379,14357,2.6400,
E05000112,Clock House,Bromley,London,533,14729,3.6200,
E05000113,Copers Cope,Bromley,London,730,14811,4.9300,
E05000114,Cray Valley East,Bromley,London,389,14679,2.6500,
E05000115,Cray Valley West,Bromley,London,356,16032,2.2200,
E05000116,Crystal Palace,Bromley,London,760,11578,6.5600,
E05000118,Farnborough and Crofton,Bromley,London,313,14272,2.1900,
E05000119,Hayes and Coney Hall,Bromley,London,231,15464,1.4900,
E05000120,Kelsey and Eden Park,Bromley,London,408,15374,2.6500,
E05000476,Boleyn,Newham,London,2550,15170,16.8100,
E05000477,Canning Town North,Newham,London,1739,14099,12.3300,
E05000536,Cathedrals,Southwark,London,1540,14559,10.5800,
E05000537,Chaucer,Southwark,London,1872,14689,12.7400,
E05005032,Swanley White Oak,Sevenoaks,South East,62,5867,1.0600,
E05005019,Hartley and Hodsoll Street,Sevenoaks,South East,36,5719,0.6300,
E05005015,Eynsford,Sevenoaks,South East,9,1755,0.5100,
E05000478,Canning Town South,Newham,London,2152,15236,14.1200,
E05000123,Penge and Cator,Bromley,London,896,16470,5.4400,
E05000121,Mottingham and Chislehurst North,Bromley,London,335,9553,3.5100,
E05000122,Orpington,Bromley,London,381,14750,2.5800,
E05000124,Petts Wood and Knoll,Bromley,London,304,13103,2.3200,
E05000125,Plaistow and Sundridge,Bromley,London,541,14443,3.7500,
E05000126,Shortlands,Bromley,London,364,9530,3.8200,
E05000127,West Wickham,Bromley,London,241,14485,1.6600,
E05000128,Belsize,Camden,London,1616,12012,13.4500,
E05000129,Bloomsbury,Camden,London,1752,10730,16.3300,
E05000130,Camden Town with Primrose Hill,Camden,London,1315,12202,10.7800,
E05002239,Ockendon,Thurrock,East of England,161,9269,1.7400,
E05000479,Custom House,Newham,London,1517,12663,11.9800,
E05000473,West Barnes,Merton,London,758,9392,8.0700,
E05000474,Wimbledon Park,Merton,London,952,10582,9.0000,
E05000480,East Ham Central,Newham,London,2946,15134,19.4700,
E05000472,Village,Merton,London,714,8224,8.6800,
E05000481,East Ham North,Newham,London,2744,13212,20.7700,
E05004070,Brizes and Doddinghurst,Brentwood,East of England,17,5830,0.2900,
E05000131,Cantelowes,Camden,London,1279,11473,11.1500,
E05000132,Fortune Green,Camden,London,1397,11272,12.3900,
E05000135,Hampstead Town,Camden,London,1188,10784,11.0200,
E05000133,Frognal and Fitzjohns,Camden,London,1666,11458,14.5400,
E05000134,Gospel Oak,Camden,London,1042,10817,9.6300,
E05000137,Highgate,Camden,London,684,10596,6.4600,
E05000138,Holborn and Covent Garden,Camden,London,1856,12675,14.6400,
E05000139,Kentish Town,Camden,London,1496,12903,11.5900,
E05000140,Kilburn,Camden,London,1548,11534,13.4200,
E05000482,East Ham South,Newham,London,2131,14699,14.5000,
E05000483,Forest Gate North,Newham,London,2013,15494,12.9900,
E05000484,Forest Gate South,Newham,London,2584,16520,15.6400,
E05000485,Green Street East,Newham,London,3159,15107,20.9100,
E05000486,Green Street West,Newham,London,2674,14410,18.5600,
E05000487,Little Ilford,Newham,London,2689,15657,17.1700,
E05000490,Plaistow South,Newham,London,2243,15524,14.4500,
E05002673,Wexham and Iver West,South Bucks,South East,82,3139,2.6100,
E05000491,Royal Docks,Newham,London,1364,10052,13.5700,
E05004170,Passingford,Epping Forest,East of England,22,2199,1.0000,
E05000141,King's Cross,Camden,London,2069,11511,17.9700,
E05004153,Epping Hemnall,Epping Forest,East of England,109,5962,1.8300,
E05000142,Regent's Park,Camden,London,1833,13110,13.9800,
E05000143,St Pancras and Somers Town,Camden,London,1931,13251,14.5700,
E05000144,Swiss Cottage,Camden,London,1820,12311,14.7800,
E05000145,West Hampstead,Camden,London,1411,11621,12.1400,
E05000147,Ashburton,Croydon,London,609,14196,4.2900,
E05000148,Bensham Manor,Croydon,London,1479,15338,9.6400,
E05000149,Broad Green,Croydon,London,2037,17520,11.6300,
E05007370,Staines,Spelthorne,South East,538,7503,7.1700,
E05007357,Foxhills,Runnymede,South East,253,5456,4.6400,
E05007366,Halliford and Sunbury West,Spelthorne,South East,116,5913,1.9600,
E05007353,Egham Hythe,Runnymede,South East,258,6193,4.1700,
E05000155,Heathfield,Croydon,London,443,12754,3.4700,
E05004821,Carpenders Park,Three Rivers,East of England,203,4740,4.2800,
E05000153,Fairfield,Croydon,London,1808,15693,11.5200,
E05000158,Norbury,Croydon,London,1447,15764,9.1800,
E05004838,Callowland,Watford,East of England,422,7013,6.0200,
E05004825,Croxley Green North,Three Rivers,East of England,49,3222,1.5200,
E05004834,Penn,Three Rivers,East of England,70,3377,2.0700,
E05000549,Rotherhithe,Southwark,London,1752,13131,13.3400,
E05000550,South Bermondsey,Southwark,London,1409,13118,10.7400,
