Ward Code,Ward Name,LA Name,Region Name,QS601EW0011,QS601EW0001 (base),Ward Percentage
E05005124,Snodland West,Tonbridge and Malling,South East,1002,4400,22.7700,
E05002329,Peppard,Reading,South East,1753,6779,25.8600,
E05000331,Heathrow Villages,Hillingdon,London,2338,9112,25.6600,
E05000332,Hillingdon East,Hillingdon,London,2443,9172,26.6400,
E05000333,Ickenham,Hillingdon,London,2068,7367,28.0700,
E05000401,Berrylands,Kingston upon Thames,London,1870,7106,26.3200,
E05004047,Cressing and Stisted,Braintree,East of England,520,1675,31.0400,
E05000334,Manor,Hillingdon,London,1854,8182,22.6600,
E05000335,Northwood,Hillingdon,London,2352,7737,30.4000,
E05005109,Castle,Tonbridge and Malling,South East,1031,3700,27.8600,
E05000336,Northwood Hills,Hillingdon,London,2323,8372,27.7500,
E05000337,Pinkwell,Hillingdon,London,3119,10333,30.1800,
E05000338,South Ruislip,Hillingdon,London,2120,9127,23.2300,
E05000339,Townfield,Hillingdon,London,3261,10167,32.0700,
E05002384,Loddon,Wokingham,South East,1337,6595,20.2700,
E05000340,Uxbridge North,Hillingdon,London,2518,8953,28.1200,
E05004043,Braintree East,Braintree,East of England,1359,5327,25.5100,
E05005105,Blue Bell Hill and Walderslade,Tonbridge and Malling,South East,814,3033,26.8400,
E05004030,Pitsea North West,Basildon,East of England,2782,9391,29.6200,
E05005079,West Downs,Swale,South East,554,1926,28.7600,
E05005075,Sheerness West,Swale,South East,1694,4184,40.4900,
E05004691,Adeyfield East,Dacorum,East of England,1024,3877,26.4100,
E05002380,Finchampstead South,Wokingham,South East,1177,4010,29.3500,
E05005062,Grove,Swale,South East,1303,5204,25.0400,
E05002316,Theale,West Berkshire,South East,473,2106,22.4600,
E05000029,Chadwell Heath,Barking and Dagenham,London,2218,6674,33.2300,
E05000021,Portsoken,City of London,London,243,773,31.4400,
E05000022,Queenhithe,City of London,,37,310,11.9400,
E05000023,Tower,City of London,London,22,219,10.0500,
E05000026,Abbey,Barking and Dagenham,London,2988,9407,31.7600,
E05000027,Alibon,Barking and Dagenham,London,2312,7110,32.5200,
E05000028,Becontree,Barking and Dagenham,London,2650,8073,32.8300,
E05008553,Coxheath and Hunton,Maidstone,South East,1553,5329,29.1400,
E05008540,Ditton,Tonbridge and Malling,South East,922,3460,26.6500,
E05004558,Frogmore and Darby Green,Hart,South East,1001,4136,24.2000,
E05004554,Fleet Courtmoor,Hart,South East,1045,3275,31.9100,
E05002338,Chalvey,Slough,South East,2552,8782,29.0600,
E05002197,Crawley,Luton,East of England,1327,5165,25.6900,
E05000097,Preston,Brent,London,3499,11346,30.8400,
E05000382,Abingdon,Kensington and Chelsea,London,2586,7923,32.6400,
E05002663,Dorney and Burnham South,South Bucks,South East,291,1147,25.3700,
E05000146,Addiscombe,Croydon,London,3044,12942,23.5200,
E05000383,Brompton,Kensington and Chelsea,London,2205,7136,30.9000,
E05002667,Gerrards Cross South,South Bucks,South East,856,2544,33.6500,
E05000384,Campden,Kensington and Chelsea,London,1821,6473,28.1300,
E05000385,Colville,Kensington and Chelsea,London,1794,6875,26.0900,
E05004177,Waltham Abbey Paternoster,Epping Forest,East of England,882,3119,28.2800,
E05007444,Hermitage and Knaphill South,Woking,South East,857,3947,21.7100,
E05000386,Courtfield,Kensington and Chelsea,London,2495,7456,33.4600,
E05000387,Cremorne,Kensington and Chelsea,London,2143,6176,34.7000,
E05000389,Golborne,Kensington and Chelsea,London,2393,6889,34.7400,
E05000390,Hans Town,Kensington and Chelsea,London,2161,7108,30.4000,
E05002692,Micklefield,Wycombe,South East,1074,4094,26.2300,
E05004206,Wickham Bishops and Woodham,Maldon,East of England,904,2567,35.2200,
E05004215,Hockley Central,Rochford,East of England,1364,4630,29.4600,
E05004614,Cove and Southwood,Rushmoor,South East,944,4387,21.5200,
E05006593,Thame South,South Oxfordshire,South East,1056,4075,25.9100,
E05006589,Sandford,South Oxfordshire,South East,504,1905,26.4600,
E05002679,Chiltern Rise,Wycombe,South East,974,3978,24.4800,
E05004189,Toddbrook,Harlow,East of England,1452,5342,27.1800,
E05006576,Cholsey and Wallingford South,South Oxfordshire,South East,961,3895,24.6700,
E05004728,Hertford Kingsmead,East Hertfordshire,East of England,725,3893,18.6200,
E05000452,Sydenham,Lewisham,London,3205,11547,27.7600,
E05000453,Telegraph Hill,Lewisham,London,3128,12736,24.5600,
E05000454,Whitefoot,Lewisham,London,2980,9704,30.7100,
E05000455,Abbey,Merton,London,1572,8250,19.0500,
E05000456,Cannon Hill,Merton,London,1862,6914,26.9300,
E05000457,Colliers Wood,Merton,London,1925,8795,21.8900,
E05000458,Cricket Green,Merton,London,2483,8155,30.4500,
E05000459,Dundonald,Merton,London,1315,7311,17.9900,
E05004468,Downland,East Hampshire,South East,539,1776,30.3500,
E05002348,Wexham Lea,Slough,South East,2272,7632,29.7700,
E05004455,Tadley South,Basingstoke and Deane,South East,980,4417,22.1900,
E05002357,Clewer South,Windsor and Maidenhead,South East,944,3787,24.9300,
E05004737,Sawbridgeworth,East Hertfordshire,East of England,1647,6205,26.5400,
E05007427,Farnham Wrecclesham and Rowledge,Waverley,South East,910,3179,28.6300,
E05004724,Great Amwell,East Hertfordshire,East of England,559,2137,26.1600,
E05007423,Farnham Moor Park,Waverley,South East,990,3594,27.5500,
E05000136,Haverstock,Camden,London,3085,9270,33.2800,
E05004711,Tring Central,Dacorum,East of England,928,3913,23.7200,
E05007410,"Burstow, Horne and Outwood",Tandridge,South East,1178,4351,27.0700,
E05007341,Redhill West,Reigate and Banstead,South East,1467,5865,25.0100,
E05000495,Aldborough,Redbridge,London,3108,10281,30.2300,
E05007337,Merstham,Reigate and Banstead,South East,1457,5741,25.3800,
E05000496,Barkingside,Redbridge,London,2839,9070,31.3000,
E05000497,Bridge,Redbridge,London,2310,8607,26.8400,
E05000041,Village,Barking and Dagenham,London,2404,7464,32.2100,
E05007447,Kingfield and Westfield,Woking,South East,1004,3936,25.5100,
E05000498,Chadwell,Redbridge,London,2748,9901,27.7500,
E05004798,Redbourn,St Albans,East of England,1237,4368,28.3200,
E05004748,Borehamwood Brookmeadow,Hertsmere,East of England,1363,5622,24.2400,
E05004794,London Colney,St Albans,East of England,1713,7006,24.4500,
E05007456,West Byfleet,Woking,South East,1025,3960,25.8800,
E05004744,Ware Trinity,East Hertfordshire,East of England,962,3748,25.6700,
E05007443,Goldsworth West,Woking,South East,748,3891,19.2200,
E05004564,Yateley North,Hart,South East,865,3665,23.6000,
E05004555,Fleet North,Hart,South East,876,5528,15.8500,
E05004551,Crondall,Hart,South East,805,2890,27.8500,
E05000499,Church End,Redbridge,London,1833,8697,21.0800,
E05000500,Clayhall,Redbridge,London,2955,9417,31.3800,
E05007274,College,Epsom and Ewell,South East,1304,4101,31.8000,
E05000501,Clementswood,Redbridge,London,3803,10268,37.0400,
E05007300,Pirbright,Guildford,South East,510,2704,18.8600,
E05004624,St. John's,Rushmoor,South East,994,5233,18.9900,
E05000492,Stratford and New Town,Newham,London,3624,14587,24.8400,
E05000493,Wall End,Newham,London,3871,10685,36.2300,
E05007287,Ash Vale,Guildford,South East,864,4217,20.4900,
E05000494,West Ham,Newham,London,3626,11744,30.8800,
E05008555,South,Maidstone,South East,1532,6097,25.1300,
E05000042,Whalebone,Barking and Dagenham,London,2221,7475,29.7100,
E05000407,Coombe Vale,Kingston upon Thames,London,2024,7056,28.6800,
E05004560,Hook,Hart,South East,1394,6055,23.0200,
E05004435,Buckskin,Basingstoke and Deane,South East,1228,4851,25.3100,
E05004431,Baughurst and Tadley North,Basingstoke and Deane,South East,1056,3889,27.1500,
E05000589,Whitechapel,Tower Hamlets,London,3596,12046,29.8500,
E05000590,Cann Hall,Waltham Forest,London,3116,10383,30.0100,
E05000591,Cathall,Waltham Forest,London,2906,9628,30.1800,
E05000582,Mile End East,Tower Hamlets,London,3463,9826,35.2400,
E05000583,Millwall,Tower Hamlets,London,4130,19191,21.5200,
E05000584,St Dunstan's and Stepney Green,Tower Hamlets,London,4329,11644,37.1800,
E05000585,St Katharine's and Wapping,Tower Hamlets,London,2155,10394,20.7300,
E05000586,Shadwell,Tower Hamlets,London,3725,11297,32.9700,
E05000587,Spitalfields and Banglatown,Tower Hamlets,London,2746,8645,31.7600,
E05000588,Weavers,Tower Hamlets,London,2855,10444,27.3400,
E05002670,Iver Village and Richings Park,South Bucks,South East,998,3941,25.3200,
E05004180,Church Langley,Harlow,East of England,1220,6334,19.2600,
E05002657,Beaconsfield West,South Bucks,South East,608,2194,27.7100,
E05004167,Lower Sheering,Epping Forest,East of England,289,1573,18.3700,
E05004897,Weald Central,Ashford,South East,1024,3506,29.2100,
E05004995,Heath,Maidstone,South East,963,4322,22.2800,
E05004863,Sherrards,Welwyn Hatfield,East of England,1138,4089,27.8300,
E05000391,Holland,Kensington and Chelsea,London,2423,7551,32.0900,
E05004850,Brookmans Park and Little Heath,Welwyn Hatfield,East of England,1384,4206,32.9100,
E05002632,Amersham Town,Chiltern,South East,830,3365,24.6700,
E05004142,Tiptree,Colchester,East of England,1844,5619,32.8200,
E05002619,Southcourt,Aylesbury Vale,South East,1328,4842,27.4300,
E05002615,Oakfield,Aylesbury Vale,South East,1111,4367,25.4400,
E05004116,The Lawns,Chelmsford,East of England,1131,3847,29.4000,
E05000644,St James's,Westminster,London,2782,9356,29.7300,
E05000645,Tachbrook,Westminster,London,1630,6654,24.5000,
E05002602,Coldharbour,Aylesbury Vale,South East,1164,7085,16.4300,
E05004112,"South Hanningfield, Stock and Margaretting",Chelmsford,East of England,1227,4028,30.4600,
E05007302,Shalford,Guildford,South East,1028,3799,27.0600,
E05000301,Roxbourne,Harrow,London,2891,9088,31.8100,
E05007298,Onslow,Guildford,South East,3912,8130,48.1200,
E05000302,Roxeth,Harrow,London,2448,8400,29.1400,
E05004622,North Town,Rushmoor,South East,1065,5410,19.6900,
E05007285,Woodcote,Epsom and Ewell,South East,1113,4032,27.6000,
E05007272,Weybridge South,Elmbridge,South East,767,3337,22.9800,
E05000642,Queen's Park,Westminster,London,3336,9346,35.6900,
E05000643,Regent's Park,Westminster,London,3420,9208,37.1400,
E05000303,Stanmore Park,Harrow,London,2598,7971,32.5900,
E05000304,Wealdstone,Harrow,London,2523,8125,31.0500,
E05000305,West Harrow,Harrow,London,2168,7650,28.3400,
E05000306,Brooklands,Havering,London,2802,10753,26.0600,
E05000307,Cranham,Havering,London,2600,8665,30.0100,
E05004802,Sopwell,St Albans,East of England,1268,5256,24.1200,
E05000308,Elm Park,Havering,London,2607,8975,29.0500,
E05008791,Eaton Bray,Central Bedfordshire,East of England,896,3015,29.7200,
E05000408,Grove,Kingston upon Thames,London,2697,8992,29.9900,
E05000309,Emerson Park,Havering,London,2675,8777,30.4800,
E05000310,Gooshays,Havering,London,3261,10171,32.0600,
E05004752,Bushey Heath,Hertsmere,East of England,1321,4595,28.7500,
E05007451,Mount Hermon East,Woking,South East,990,3728,26.5600,
E05004860,Northaw and Cuffley,Welwyn Hatfield,East of England,1187,3677,32.2800,
E05004847,Tudor,Watford,East of England,1010,4600,21.9600,
E05000464,Longthornton,Merton,London,2014,7360,27.3600,
E05004749,Borehamwood Cowley Hill,Hertsmere,East of England,1695,5996,28.2700,
E05000106,Bickley,Bromley,London,2956,10590,27.9100,
E05000465,Lower Morden,Merton,London,1587,6681,23.7500,
E05000102,Tokyngton,Brent,London,3456,11562,29.8900,
E05000466,Merton Park,Merton,London,1861,6973,26.6900,
E05004799,St Peters,St Albans,East of England,1043,5955,17.5100,
E05000101,Sudbury,Brent,London,3349,11147,30.0400,
E05000103,Welsh Harp,Brent,London,3172,10082,31.4600,
E05000107,Biggin Hill,Bromley,London,1827,7421,24.6200,
E05000467,Pollards Hill,Merton,London,2094,7328,28.5800,
E05007448,Knaphill,Woking,South East,1615,7281,22.1800,
E05000108,Bromley Common and Keston,Bromley,London,3032,10673,28.4100,
E05008784,Caddington,Central Bedfordshire,East of England,1926,6690,28.7900,
E05000104,Wembley Central,Brent,London,3475,11392,30.5000,
E05000468,Ravensbury,Merton,London,2100,7166,29.3100,
E05000105,Willesden Green,Brent,London,3205,12074,26.5400,
E05000109,Bromley Town,Bromley,London,2793,12381,22.5600,
E05000110,Chelsfield and Pratts Bottom,Bromley,London,2819,10396,27.1200,
E05000469,Raynes Park,Merton,London,1738,7191,24.1700,
E05000098,Queens Park,Brent,London,2649,11931,22.2000,
E05000409,Norbiton,Kingston upon Thames,London,2179,7768,28.0500,
E05000470,St Helier,Merton,London,2183,7420,29.4200,
E05000471,Trinity,Merton,London,1424,7721,18.4400,
E05000410,Old Malden,Kingston upon Thames,London,1959,6898,28.4000,
E05004087,Canvey Island South,Castle Point,East of England,1599,4770,33.5200,
E05000411,St James,Kingston upon Thames,London,1965,6405,30.6800,
E05004173,Theydon Bois,Epping Forest,East of England,826,2843,29.0500,
E05002650,Prestwood and Heath End,Chiltern,South East,1293,4713,27.4300,
E05004160,Loughton Broadway,Epping Forest,East of England,917,3038,30.1800,
E05000341,Uxbridge South,Hillingdon,London,4497,11498,39.1100,
E05000342,West Drayton,Hillingdon,London,2960,10266,28.8300,
E05002637,Central,Chiltern,South East,846,3064,27.6100,
E05002340,Cippenham Meadows,Slough,South East,1927,8698,22.1500,
E05002341,Colnbrook with Poyle,Slough,South East,1014,4699,21.5800,
E05004147,"Broadley Common, Epping Upland and Nazeing",Epping Forest,East of England,389,1479,26.3000,
E05002342,Farnham,Slough,South East,2112,7371,28.6500,
E05002343,Foxborough,Slough,South East,1666,5958,27.9600,
E05000032,Gascoigne,Barking and Dagenham,London,2801,8158,34.3300,
E05002344,Haymill,Slough,South East,1644,7521,21.8600,
E05002345,Kedermister,Slough,South East,1730,6666,25.9500,
E05002346,Langley St Mary's,Slough,South East,1425,6045,23.5700,
E05002633,Asheridge Vale and Lowndes,Chiltern,South East,950,3438,27.6300,
E05002347,Upton,Slough,South East,1743,7010,24.8600,
E05000033,Goresbrook,Barking and Dagenham,London,2402,7641,31.4400,
E05004113,South Woodham-Chetwood and Collingwood,Chelmsford,East of England,1305,6359,20.5200,
E05000034,Heath,Barking and Dagenham,London,2325,7137,32.5800,
E05000035,Longbridge,Barking and Dagenham,London,2655,8136,32.6300,
E05004117,Trinity,Chelmsford,East of England,1252,4747,26.3700,
E05002603,Edlesborough,Aylesbury Vale,South East,596,2086,28.5700,
E05004100,Chelmsford Rural West,Chelmsford,East of England,597,2065,28.9100,
E05000189,Southall Broadway,Ealing,London,3656,9979,36.6400,
E05000190,Southall Green,Ealing,London,3753,10852,34.5800,
E05000031,Eastbury,Barking and Dagenham,London,2629,7919,33.2000,
E05000038,River,Barking and Dagenham,London,2318,7436,31.1700,
E05000039,Thames,Barking and Dagenham,London,2185,7061,30.9400,
E05000040,Valence,Barking and Dagenham,London,2189,6715,32.6000,
E05004704,Grovehill,Dacorum,East of England,1478,5855,25.2400,
E05007403,Valley,Tandridge,South East,686,3044,22.5400,
E05004785,Ashley,St Albans,East of England,1246,5780,21.5600,
E05007390,Windlesham,Surrey Heath,South East,841,3135,26.8300,
E05004678,Broxbourne,Broxbourne,East of England,1308,4499,29.0700,
E05004687,Rye Park,Broxbourne,East of England,1303,5083,25.6300,
E05007377,Chobham,Surrey Heath,South East,799,2782,28.7200,
E05008709,Broad Oak and the Hallingburys,Uttlesford,East of England,669,2573,26.0000,
E05007386,St Pauls,Surrey Heath,South East,1148,4107,27.9500,
E05007260,Molesey North,Elmbridge,South East,1147,4402,26.0600,
E05007373,Sunbury Common,Spelthorne,South East,1364,5831,23.3900,
E05004755,Bushey St James,Hertsmere,East of England,1401,5408,25.9100,
E05007347,Tattenhams,Reigate and Banstead,South East,1378,5239,26.3000,
E05007360,Virginia Water,Runnymede,South East,1318,4198,31.4000,
E05002218,Milton,Southend-on-Sea,East of England,2302,8431,27.3000,
E05002227,West Leigh,Southend-on-Sea,East of England,1802,6490,27.7700,
E05007356,Englefield Green West,Runnymede,South East,1506,3944,38.1800,
E05002214,Chalkwell,Southend-on-Sea,East of England,1924,7369,26.1100,
E05007307,Worplesdon,Guildford,South East,1624,6255,25.9600,
E05007294,Holy Trinity,Guildford,South East,1465,6065,24.1500,
E05004618,Heron Wood,Rushmoor,South East,1205,4438,27.1500,
E05004627,Westheath,Rushmoor,South East,1056,4169,25.3300,
E05007281,Stamford,Epsom and Ewell,South East,1076,4256,25.2800,
E05007290,Christchurch,Guildford,South East,1001,3612,27.7100,
E05007277,Ewell,Epsom and Ewell,South East,1000,3985,25.0900,
E05000043,Brunswick Park,Barnet,London,3390,11885,28.5200,
E05000392,Norland,Kensington and Chelsea,London,2088,6637,31.4600,
E05000393,Notting Barns,Kensington and Chelsea,London,2419,7184,33.6700,
E05002349,Ascot and Cheapside,Windsor and Maidenhead,South East,1230,4049,30.3800,
E05002350,Belmont,Windsor and Maidenhead,South East,1352,5887,22.9700,
E05002351,Bisham and Cookham,Windsor and Maidenhead,South East,1286,4844,26.5500,
E05002352,Boyn Hill,Windsor and Maidenhead,South East,1352,5700,23.7200,
E05002353,Bray,Windsor and Maidenhead,South East,1407,5493,25.6100,
E05002354,Castle Without,Windsor and Maidenhead,South East,944,5377,17.5600,
E05002355,Clewer East,Windsor and Maidenhead,South East,829,3899,21.2600,
E05002356,Clewer North,Windsor and Maidenhead,South East,1401,5451,25.7000,
E05000045,Childs Hill,Barnet,London,4210,14850,28.3500,
E05000046,Colindale,Barnet,London,4196,12705,33.0300,
E05000047,Coppetts,Barnet,London,3432,13035,26.3300,
E05000048,East Barnet,Barnet,London,3312,11777,28.1200,
E05000049,East Finchley,Barnet,London,3013,11984,25.1400,
E05000050,Edgware,Barnet,London,3474,11711,29.6600,
E05004841,Leggatts,Watford,East of England,1355,5339,25.3800,
E05007365,Ashford Town,Spelthorne,South East,1308,5339,24.5000,
E05004828,Langleybury,Three Rivers,East of England,912,3678,24.8000,
E05004824,Croxley Green,Three Rivers,East of England,923,3888,23.7400,
E05004731,Hertford Sele,East Hertfordshire,East of England,1056,3891,27.1400,
E05007430,Godalming Central and Ockford,Waverley,South East,769,3413,22.5300,
E05004718,Bishop's Stortford Meads,East Hertfordshire,East of England,951,4156,22.8800,
E05004727,Hertford Heath,East Hertfordshire,East of England,757,2344,32.3000,
E05007417,Elstead and Thursley,Waverley,South East,835,2698,30.9500,
E05007426,Farnham Weybourne and Badshot Lea,Waverley,South East,763,3104,24.5800,
E05004714,Watling,Dacorum,East of England,948,3968,23.8900,
E05007413,"Bramley, Busbridge and Hascombe",Waverley,South East,1004,3212,31.2600,
E05004284,The Rodings,Uttlesford,East of England,355,1360,26.1000,
E05004218,Hullbridge,Rochford,East of England,1757,4987,35.2300,
E05004214,Hawkwell West,Rochford,East of England,984,3036,32.4100,
E05002691,Marlow South East,Wycombe,South East,920,3991,23.0500,
E05002678,Bowerdean,Wycombe,South East,1189,4043,29.4100,
E05004201,Purleigh,Maldon,East of England,764,2582,29.5900,
E05006588,Henley South,South Oxfordshire,South East,1093,4230,25.8400,
E05004188,Sumners and Kingsmoor,Harlow,East of England,1242,5370,23.1300,
E05006575,Chinnor,South Oxfordshire,South East,1106,4392,25.1800,
E05000402,Beverley,Kingston upon Thames,London,2054,7342,27.9800,
E05000403,Canbury,Kingston upon Thames,London,2201,9210,23.9000,
E05000404,Chessington North and Hook,Kingston upon Thames,London,1623,6345,25.5800,
E05000405,Chessington South,Kingston upon Thames,London,1746,7467,23.3800,
E05000406,Coombe Hill,Kingston upon Thames,London,2589,7641,33.8800,
E05002358,Cox Green,Windsor and Maidenhead,South East,1375,5618,24.4700,
E05002359,Datchet,Windsor and Maidenhead,South East,843,3572,23.6000,
E05002360,Eton and Castle,Windsor and Maidenhead,South East,704,1921,36.6500,
E05002361,Eton Wick,Windsor and Maidenhead,South East,372,1662,22.3800,
E05002362,Furze Platt,Windsor and Maidenhead,South East,1481,5273,28.0900,
E05002363,Horton and Wraysbury,Windsor and Maidenhead,South East,971,3825,25.3900,
E05000052,Garden Suburb,Barnet,London,3146,11376,27.6500,
E05002364,Hurley and Walthams,Windsor and Maidenhead,South East,1214,4494,27.0100,
E05002365,Maidenhead Riverside,Windsor and Maidenhead,South East,1481,5710,25.9400,
E05002366,Old Windsor,Windsor and Maidenhead,South East,890,3567,24.9500,
E05002367,Oldfield,Windsor and Maidenhead,South East,1578,6625,23.8200,
E05000051,Finchley Church End,Barnet,London,3144,11476,27.4000,
E05000053,Golders Green,Barnet,London,3831,12450,30.7700,
E05000054,Hale,Barnet,London,3471,12246,28.3400,
E05000055,Hendon,Barnet,London,4128,13561,30.4400,
E05000056,High Barnet,Barnet,London,2987,11169,26.7400,
E05000057,Mill Hill,Barnet,London,3733,13069,28.5600,
E05000058,Oakleigh,Barnet,London,3142,11483,27.3600,
E05000059,Totteridge,Barnet,London,3148,10776,29.2100,
E05000060,Underhill,Barnet,London,3550,11393,31.1600,
E05007312,Bookham North,Mole Valley,South East,1281,3935,32.5500,
E05004928,Castle,Dartford,South East,271,2047,13.2400,
E05007325,Leith Hill,Mole Valley,South East,361,1269,28.4500,
E05004941,West Hill,Dartford,South East,1089,4858,22.4200,
E05007308,Ashtead Common,Mole Valley,South East,771,2951,26.1300,
E05007256,Hersham South,Elmbridge,South East,1262,4336,29.1100,
E05000099,Queensbury,Brent,London,3518,11276,31.2000,
E05000201,Haselbury,Enfield,London,4110,11505,35.7200,
